country,year,status,life_expectancy,adult_mortality,infant_deaths,alcohol,hepatitis_b,under_five_deaths,polio,total_expenditure,diphtheria,hiv_aids,gdp,population,thinness_1_19_years,thinness_5_9_years,income_composition_of_resources,schooling
philippines,2001,developing,66.8,221.0,68,4.54,45.0,89,76.0,3.0,79.0,0.1,957.287441,79665315.0,1.0,9.7,0.622,11.4
jordan,2011,developing,73.6,116.0,4,0.43,98.0,4,98.0,8.39,98.0,0.1,387.324145,7574943.0,3.8,3.9,0.737,13.1
lesotho,2004,developing,44.8,666.0,5,1.8,6.0,7,89.0,6.96,9.0,34.6,781.5145936,1933728.0,9.7,9.7,0.439,10.7
mali,2006,developing,54.3,288.0,57,0.53,9.0,98,79.0,6.56,78.0,1.8,521.6425796,1322764.0,9.7,9.5,0.35,6.1
jordan,2012,developing,73.7,115.0,4,0.41,98.0,4,98.0,8.0,98.0,0.1,387.753211,7992573.0,3.9,3.9,0.735,12.9
mozambique,2005,developing,58.0,434.0,80,1.23,75.0,117,71.0,6.87,8.0,16.2,369.1545359,29237.0,3.9,3.8,0.341,7.3
morocco,2002,developing,69.5,15.0,25,0.46,92.0,29,94.0,5.31,94.0,0.1,1413.757176,29512368.0,6.6,6.5,0.54,8.8
italy,2008,developed,81.5,61.0,2,7.96,96.0,2,96.0,8.89,96.0,0.1,464.18465,58826731.0,0.5,0.5,0.866,16.3
bosnia and herzegovina,2008,developing,76.0,98.0,0,5.13,88.0,0,92.0,8.58,91.0,0.1,575.31664,3763599.0,2.8,2.7,0.71,13.1
senegal,2004,developing,59.7,247.0,24,0.35,54.0,42,87.0,5.68,87.0,0.7,733.581811,1955944.0,11.6,11.5,0.408,6.2
malaysia,2010,developing,74.1,131.0,3,0.49,96.0,4,96.0,3.99,96.0,0.1,971.356987,28112289.0,8.2,8.0,0.764,12.8
tunisia,2010,developing,74.8,12.0,3,1.28,98.0,3,98.0,6.54,98.0,0.1,414.15177,1639931.0,6.3,6.3,0.71,14.4
france,2007,developing,89.0,89.0,3,12.2,42.0,3,99.0,1.45,98.0,0.1,416.58397,6416229.0,0.6,0.6,0.873,16.1
fiji,2005,developing,68.3,214.0,0,2.02,99.0,0,97.0,3.61,96.0,0.1,3658.63832,821817.0,4.1,3.8,0.699,13.9
jordan,2014,developing,74.0,113.0,4,0.41,98.0,4,98.0,7.45,98.0,0.1,466.94775,88936.0,3.9,3.9,0.737,13.1
tonga,2012,developing,73.0,138.0,0,0.01,77.0,0,79.0,4.51,77.0,0.1,451.542462,14951.0,0.1,0.1,0.717,14.4
rwanda,2010,developing,62.8,26.0,16,7.92,97.0,23,93.0,7.91,97.0,2.3,563.491487,1246842.0,6.5,6.3,0.454,10.0
zimbabwe,2011,developing,54.9,464.0,28,6.0,94.0,42,93.0,6.31,93.0,13.3,839.927936,14386649.0,6.8,6.7,0.452,10.1
turkmenistan,2013,developing,65.4,228.0,7,2.93,98.0,8,98.0,2.12,98.0,0.1,734.42525,5366277.0,3.2,3.3,0.678,10.7
morocco,2000,developing,68.6,16.0,27,0.45,43.0,32,95.0,4.18,95.0,0.1,1332.382358,28849621.0,6.7,6.6,0.519,8.0
sao tome and principe,2010,developing,66.2,24.0,0,5.58,98.0,0,98.0,5.24,98.0,0.5,1129.754961,174776.0,6.1,6.0,0.542,10.6
sao tome and principe,2008,developing,65.4,215.0,0,4.36,99.0,0,99.0,5.66,99.0,0.9,1126.46212,166913.0,6.5,6.4,0.531,10.4
bangladesh,2010,developing,69.9,142.0,126,0.01,94.0,161,94.0,3.6,94.0,0.1,757.6717572,15214912.0,18.9,19.4,0.535,8.9
papua new guinea,2000,developing,58.9,335.0,11,0.73,57.0,14,51.0,3.98,59.0,1.1,631.9468526,5572222.0,1.6,1.5,0.418,6.2
colombia,2006,developing,73.1,147.0,15,4.53,93.0,17,94.0,6.11,93.0,0.1,379.78776,43835722.0,2.3,2.1,0.669,11.5
bangladesh,2011,developing,73.0,14.0,118,0.01,96.0,150,96.0,3.16,96.0,0.1,835.789341,153911916.0,18.7,19.2,0.545,9.4
pakistan,2014,developing,66.2,162.0,359,0.01,72.0,442,72.0,2.61,72.0,0.1,1316.98966,185546257.0,19.4,19.8,0.542,7.8
senegal,2003,developing,59.0,251.0,25,0.33,54.0,44,73.0,5.4,73.0,0.7,642.7663113,16799.0,11.8,11.7,0.401,5.9
fiji,2010,developing,69.1,2.0,0,2.25,99.0,0,99.0,4.23,99.0,0.1,3651.966784,85995.0,4.0,3.7,0.706,14.6
mongolia,2001,developing,63.2,266.0,2,2.87,95.0,3,95.0,5.45,95.0,0.1,524.145924,2419776.0,2.5,2.6,0.588,9.4
comoros,2013,developing,62.9,233.0,1,0.01,88.0,2,85.0,6.51,87.0,0.8,834.341949,7415.0,6.8,6.6,0.49,10.9
fiji,2009,developing,68.9,23.0,0,2.31,99.0,0,99.0,4.26,99.0,0.1,3369.48247,851967.0,4.0,3.7,0.704,14.5
georgia,2002,developing,71.7,142.0,2,2.72,51.0,2,89.0,8.72,84.0,0.1,779.3845935,4357.0,2.9,3.0,0.677,11.8
kenya,2008,developing,57.9,339.0,64,1.71,88.0,95,88.0,3.9,88.0,6.4,916.8992515,39148416.0,8.3,8.2,0.506,10.4
sri lanka,2000,developing,71.5,175.0,5,1.45,32.0,6,99.0,3.77,99.0,0.1,875.412178,18655.0,15.3,15.5,0.677,12.4
mali,2005,developing,53.6,29.0,57,0.55,83.0,101,78.0,6.34,77.0,1.9,487.942556,12798763.0,9.9,9.7,0.338,5.8
pakistan,2013,developing,66.0,163.0,365,0.04,72.0,450,72.0,2.7,72.0,0.1,1272.44161,181712595.0,19.6,2.0,0.538,7.7
madagascar,2012,developing,64.3,235.0,30,0.87,7.0,42,71.0,3.46,7.0,0.4,443.9611,22346573.0,7.4,7.3,0.506,10.2
kiribati,2001,developing,64.3,219.0,0,0.6,85.0,0,88.0,9.0,85.0,0.1,734.9492461,85858.0,0.2,0.2,0.582,10.4
kenya,2007,developing,56.8,356.0,66,1.97,81.0,100,76.0,4.8,81.0,9.1,839.181117,388599.0,8.4,8.3,0.494,10.1
comoros,2011,developing,62.2,241.0,2,0.12,83.0,2,85.0,6.1,83.0,0.2,829.7586885,76569.0,7.0,6.8,0.479,10.6
pakistan,2012,developing,65.7,165.0,369,0.04,72.0,456,72.0,2.76,72.0,0.1,1261.28967,177911533.0,19.8,2.2,0.529,7.6
sri lanka,2002,developing,73.7,149.0,5,1.62,32.0,5,98.0,3.89,98.0,0.1,873.1472436,18939.0,15.4,15.6,0.699,12.6
malawi,2014,developing,57.6,377.0,27,0.01,91.0,40,87.0,11.38,91.0,5.1,354.7253961,1768838.0,6.5,6.3,0.466,10.7
bangladesh,2012,developing,77.0,137.0,111,0.01,94.0,139,94.0,3.8,94.0,0.1,856.342857,15572753.0,18.5,19.0,0.557,9.9
iraq,2005,developing,66.8,29.0,31,0.18,65.0,37,69.0,4.13,65.0,0.1,1849.63911,278426.0,5.4,5.2,0.628,10.1
ecuador,2013,developing,76.0,121.0,6,3.77,87.0,8,87.0,7.29,87.0,0.1,674.9829,15661547.0,1.3,1.1,0.725,13.4
mozambique,2006,developing,51.2,434.0,78,1.2,75.0,113,73.0,6.51,78.0,16.3,385.7567141,21547463.0,3.8,3.7,0.353,7.9
peru,2008,developing,73.9,138.0,11,4.85,93.0,14,93.0,4.73,93.0,0.3,428.87811,2864198.0,1.2,1.2,0.7,13.2
panama,2003,developing,75.5,126.0,1,5.52,98.0,2,95.0,7.6,98.0,0.1,4267.13578,329174.0,2.2,2.2,0.728,12.8
malawi,2004,developing,45.1,615.0,40,1.11,89.0,65,94.0,7.82,89.0,23.4,274.2256294,1267638.0,7.5,7.4,0.366,10.0
lesotho,2005,developing,44.5,675.0,5,2.67,87.0,6,88.0,6.3,89.0,34.8,862.9463118,1949543.0,9.3,9.2,0.437,10.7
pakistan,2011,developing,65.5,167.0,371,0.04,74.0,459,75.0,3.1,74.0,0.1,1226.215314,174184265.0,2.0,2.4,0.525,7.5
el salvador,2006,developing,75.0,211.0,3,2.77,96.0,3,96.0,6.68,96.0,0.2,362.951768,656478.0,1.8,1.7,0.651,12.9
argentina,2003,developing,74.1,137.0,11,7.62,73.0,13,95.0,8.22,96.0,0.1,333.4376,3839379.0,1.2,1.0,0.77,16.4
armenia,2002,developing,72.6,134.0,1,2.86,91.0,1,96.0,5.4,94.0,0.1,783.261699,333897.0,2.1,2.1,0.645,10.8
mali,2004,developing,52.8,296.0,58,0.49,73.0,103,7.0,6.28,69.0,2.0,439.3572924,1239196.0,1.1,1.0,0.333,5.5
georgia,2001,developing,73.0,121.0,2,2.76,61.0,2,83.0,7.82,87.0,0.1,733.974142,43864.0,3.0,3.1,0.673,11.7
comoros,2009,developing,61.3,251.0,2,0.17,83.0,2,84.0,3.82,83.0,0.1,778.5454199,673252.0,7.2,7.0,0.465,10.3
swaziland,2010,developing,53.6,459.0,2,4.93,89.0,4,89.0,8.47,89.0,21.6,369.239336,122843.0,5.4,5.6,0.523,11.0
afghanistan,2009,developing,58.6,281.0,77,0.01,63.0,106,63.0,9.42,63.0,0.1,445.8932979,284331.0,18.6,18.7,0.434,8.9
kenya,2010,developing,63.0,294.0,61,1.73,9.0,89,9.0,3.97,9.0,4.3,967.34773,4135152.0,8.2,8.0,0.523,11.1
mongolia,2000,developing,62.8,274.0,2,2.79,93.0,3,94.0,4.92,94.0,0.1,474.2133361,2397436.0,2.6,2.6,0.582,8.9
mongolia,2003,developing,64.0,271.0,2,1.31,98.0,2,98.0,6.18,98.0,0.1,646.561295,2469286.0,2.4,2.5,0.609,10.5
malawi,2013,developing,56.7,394.0,29,0.01,89.0,42,89.0,1.96,89.0,6.3,332.922339,16577147.0,6.5,6.4,0.459,10.7
mongolia,2002,developing,63.8,263.0,2,2.43,98.0,2,98.0,5.81,98.0,0.1,571.51883,2443659.0,2.4,2.5,0.599,10.1
madagascar,2007,developing,61.9,261.0,35,0.71,84.0,51,83.0,4.98,84.0,0.6,377.8482928,19433523.0,7.9,7.8,0.483,9.1
indonesia,2004,developing,65.3,213.0,174,0.06,64.0,237,79.0,2.37,71.0,0.1,1148.56996,223614649.0,1.9,1.9,0.624,11.0
mozambique,2014,developing,56.7,375.0,61,0.01,79.0,84,79.0,6.98,79.0,4.1,623.2871141,27212382.0,3.6,3.5,0.409,9.1
algeria,2014,developing,75.4,11.0,21,0.01,95.0,24,95.0,7.21,95.0,0.1,547.8517,39113313.0,6.0,5.8,0.741,14.4
el salvador,2008,developing,71.7,194.0,2,2.68,98.0,3,98.0,6.21,98.0,0.3,357.347674,61131.0,1.8,1.7,0.659,13.4
mozambique,2007,developing,52.1,425.0,74,1.03,75.0,108,75.0,5.25,75.0,14.1,422.1461573,22188387.0,3.8,3.7,0.36,8.2
sri lanka,2001,developing,72.7,16.0,5,1.68,32.0,6,98.0,3.81,98.0,0.1,837.699787,18797.0,15.4,15.6,0.686,12.5
zimbabwe,2010,developing,52.4,527.0,29,5.21,9.0,44,89.0,5.37,89.0,15.7,713.63562,1486317.0,7.1,7.0,0.436,10.0
bangladesh,2009,developing,69.5,144.0,135,0.01,97.0,173,97.0,2.91,97.0,0.1,681.125368,1545478.0,19.1,19.7,0.523,8.4
ghana,2004,developing,58.3,34.0,41,1.46,8.0,62,81.0,3.96,8.0,3.2,423.1936389,2986536.0,8.4,8.3,0.491,7.7
armenia,2001,developing,72.6,141.0,1,2.86,69.0,1,97.0,5.94,94.0,0.1,694.435119,35655.0,2.1,2.1,0.644,11.1
tunisia,2008,developing,74.7,12.0,3,1.37,99.0,3,99.0,5.63,99.0,0.1,431.9326,147336.0,6.3,6.3,0.701,14.3
bangladesh,2013,developing,71.0,135.0,104,0.01,96.0,130,96.0,2.88,96.0,0.1,951.8894535,157571292.0,18.3,18.8,0.565,10.0
kenya,2006,developing,55.3,388.0,68,1.76,8.0,104,77.0,4.24,8.0,10.3,697.66385,37525.0,8.5,8.4,0.483,9.7
ukraine,2013,developing,71.0,198.0,4,8.44,46.0,5,72.0,7.67,76.0,0.2,429.71554,454896.0,2.3,2.4,0.744,15.2
el salvador,2007,developing,71.2,23.0,2,2.83,99.0,3,99.0,6.32,99.0,0.3,334.83817,683475.0,1.8,1.7,0.657,12.9
nepal,2007,developing,66.6,194.0,29,0.2,82.0,38,82.0,5.84,82.0,0.2,393.8843518,26214847.0,17.2,17.8,0.486,10.0
fiji,2006,developing,68.5,211.0,0,2.06,99.0,0,98.0,3.84,98.0,0.1,3749.939813,827411.0,4.1,3.8,0.695,14.0
tajikistan,2011,developing,68.1,166.0,10,0.32,96.0,12,97.0,5.98,96.0,0.2,834.5412953,7815949.0,3.7,3.7,0.608,11.1
belize,2008,developing,69.6,181.0,0,7.22,94.0,0,94.0,5.9,94.0,0.1,447.22796,36165.0,3.5,3.4,0.699,12.8
uganda,2006,developing,54.9,41.0,93,9.81,64.0,145,62.0,9.86,64.0,8.6,336.4593923,2955662.0,6.4,6.4,0.434,10.6
sao tome and principe,2002,developing,63.1,226.0,0,5.8,43.0,0,92.0,1.21,92.0,1.4,555.8185378,144889.0,7.6,7.6,0.501,9.6
fiji,2014,developing,69.7,19.0,0,0.01,99.0,0,99.0,4.49,99.0,0.1,546.3728,88586.0,4.0,3.7,0.727,15.2
china,2009,developing,74.9,93.0,248,4.88,99.0,288,99.0,5.8,99.0,0.1,3838.434292,133126.0,4.4,3.8,0.682,12.2
sao tome and principe,2007,developing,65.1,217.0,0,4.14,87.0,0,98.0,7.44,97.0,1.2,894.927988,16311.0,6.7,6.6,0.527,10.3
mozambique,2012,developing,54.8,48.0,64,1.19,76.0,90,73.0,5.58,76.0,6.9,566.513873,2567666.0,3.6,3.5,0.4,9.2
senegal,2002,developing,58.4,252.0,25,0.36,54.0,47,6.0,5.6,6.0,0.7,513.26227,1396861.0,12.0,11.9,0.397,5.7
dominican republic,2008,developing,73.3,161.0,6,6.12,81.0,8,86.0,4.2,82.0,1.4,511.37937,963652.0,3.4,3.3,0.692,12.8
uzbekistan,2000,developing,67.1,189.0,30,1.6,62.0,36,99.0,5.29,99.0,0.1,558.221144,24654.0,3.4,3.4,0.6432,10.6
guyana,2010,developing,65.9,221.0,0,7.52,95.0,1,95.0,6.6,95.0,0.4,326.281212,746556.0,5.6,5.3,0.618,10.2
georgia,2000,developing,71.8,129.0,2,3.28,55.0,2,81.0,6.94,8.0,0.1,691.997711,44183.0,3.1,3.1,0.7231333333333334,11.4
samoa,2007,developing,72.2,149.0,0,3.85,46.0,0,49.0,5.25,53.0,0.1,322.543121,182286.0,0.2,0.2,0.682,12.9
swaziland,2009,developing,52.6,46.0,3,4.9,88.0,4,89.0,8.46,88.0,33.7,332.517125,118675.0,5.8,5.9,0.519,10.8
madagascar,2002,developing,59.3,271.0,41,0.9,51.0,63,61.0,5.29,62.0,0.7,262.2859481,16765117.0,8.5,8.4,0.462,8.3
samoa,2008,developing,72.5,146.0,0,3.97,12.0,0,54.0,4.52,26.0,0.1,359.82223,183526.0,0.2,0.2,0.688,12.9
comoros,2010,developing,61.8,246.0,2,0.15,74.0,2,82.0,5.82,74.0,0.1,769.1742883,689692.0,7.1,6.9,0.476,10.5
mozambique,2000,developing,49.0,43.0,93,1.14,25.0,136,69.0,6.16,7.0,12.2,277.6486591,1867687.0,4.2,4.1,0.291,5.4
sao tome and principe,2006,developing,64.7,22.0,0,5.46,75.0,0,97.0,7.84,97.0,1.2,843.89447,159328.0,6.9,6.8,0.521,10.2
mozambique,2004,developing,54.0,429.0,82,1.54,76.0,120,69.0,5.91,83.0,15.9,336.3318145,231275.0,3.9,3.8,0.332,7.0
mali,2014,developing,57.8,272.0,52,0.01,73.0,85,74.0,6.86,73.0,1.6,825.5729915,16962846.0,7.9,7.7,0.43,8.2
russian federation,2004,developing,64.9,321.0,19,11.5,96.0,21,98.0,5.19,97.0,0.3,412.372294,1446754.0,2.5,2.8,0.741,13.6
australia,2002,developed,79.9,73.0,1,9.84,95.0,2,92.0,8.39,92.0,0.1,281.81763,196514.0,0.7,0.7,0.902,20.1
bangladesh,2007,developing,68.6,151.0,154,0.01,95.0,201,96.0,2.8,94.0,0.1,541.651484,147139191.0,19.5,2.1,0.513,8.6
ukraine,2007,developing,67.5,277.0,5,8.86,92.0,6,98.0,6.36,98.0,0.7,368.68998,465935.0,2.5,2.7,0.723,14.8
south africa,2000,developing,57.3,397.0,51,7.3,73.0,73,71.0,8.7,73.0,21.3,337.2253,44896856.0,16.3,19.1,0.635,13.0
nepal,2006,developing,66.0,21.0,31,0.2,69.0,41,91.0,5.7,89.0,0.2,348.6314534,2594618.0,17.4,18.0,0.476,9.6
tonga,2003,developing,72.0,153.0,0,1.79,85.0,0,91.0,5.9,9.0,0.1,229.714718,99789.0,0.1,0.1,0.683,13.7
bosnia and herzegovina,2005,developing,75.0,12.0,0,4.56,93.0,0,95.0,8.5,93.0,0.1,2968.41186,378153.0,2.9,2.9,0.7206,12.5
belarus,2005,developing,68.1,252.0,1,11.01,99.0,1,98.0,6.89,99.0,0.1,3126.71767,9663915.0,2.3,2.5,0.713,14.4
myanmar,2014,developing,66.4,21.0,40,0.01,88.0,52,88.0,2.28,88.0,0.3,1262.893782,51924182.0,12.9,13.1,0.547,9.1
benin,2001,developing,55.5,281.0,25,1.29,15.0,40,77.0,4.69,76.0,2.1,378.73654,776733.0,9.5,9.4,0.395,6.6
comoros,2003,developing,59.6,271.0,2,0.26,28.0,2,8.0,3.65,8.0,0.1,544.566526,583211.0,7.6,7.6,0.4721818181818182,9.2
dominican republic,2000,developing,72.0,176.0,7,6.58,68.0,9,71.0,5.9,78.0,2.5,282.4242,8562622.0,3.8,3.7,0.651,12.2
armenia,2007,developing,73.5,132.0,1,3.99,85.0,1,9.0,4.31,88.0,0.1,3138.8873,293356.0,2.0,2.1,0.707,11.7
uganda,2005,developing,53.2,446.0,99,10.09,64.0,155,59.0,9.36,64.0,8.7,315.788227,2854394.0,6.5,6.5,0.429,10.9
iraq,2004,developing,67.2,21.0,30,0.32,62.0,37,69.0,5.61,74.0,0.1,1391.816923,2631669.0,5.4,5.2,0.603,9.8
fiji,2004,developing,68.1,218.0,0,1.63,99.0,0,96.0,3.61,95.0,0.1,3332.918533,818354.0,4.2,3.9,0.691,13.4
uzbekistan,2001,developing,67.4,185.0,28,1.53,62.0,34,99.0,5.28,99.0,0.2,456.734892,2496445.0,3.4,3.3,0.594,10.7
trinidad and tobago,2000,developing,69.1,197.0,0,4.68,5.0,1,9.0,4.17,9.0,0.9,643.947262,1267984.0,6.7,7.2,0.709,11.7
iraq,2014,developing,67.9,199.0,32,0.01,62.0,39,67.0,5.54,64.0,0.1,673.74737,3568.0,5.3,5.1,0.658,10.1
swaziland,2007,developing,50.0,51.0,3,5.55,92.0,4,88.0,7.5,87.0,40.7,347.48798,1138434.0,6.5,6.7,0.508,10.5
tajikistan,2010,developing,67.3,171.0,10,0.32,93.0,12,95.0,6.4,93.0,0.2,738.3475227,764163.0,3.7,3.8,0.603,11.1
vanuatu,2006,developing,71.0,161.0,0,1.0,59.0,0,67.0,3.96,68.0,0.1,247.97823,214634.0,1.6,1.5,0.572,10.6
indonesia,2002,developing,66.7,189.0,177,0.05,63.0,222,8.0,2.27,7.0,0.1,899.5556857,2175859.0,11.0,11.1,0.608,10.6
algeria,2008,developing,74.1,126.0,20,0.46,91.0,23,92.0,4.2,93.0,0.1,495.254866,3486715.0,6.0,5.9,0.697,12.6
spain,2014,developed,82.6,58.0,1,0.01,96.0,1,97.0,9.3,97.0,0.1,296.47225,4648882.0,0.6,0.5,0.877,17.6
lithuania,2001,developed,71.2,21.0,0,10.2,95.0,0,97.0,6.26,95.0,0.1,353.147337,347818.0,3.3,3.3,0.757,14.7
sri lanka,2014,developing,74.7,141.0,3,2.37,99.0,3,99.0,3.5,99.0,0.1,382.54994,2771.0,15.2,15.0,0.76,14.0
madagascar,2001,developing,58.7,276.0,42,1.05,51.0,65,6.0,5.17,6.0,0.7,278.555732,1626932.0,8.6,8.5,0.456,8.2
mozambique,2003,developing,51.0,424.0,85,1.68,76.0,124,67.0,6.39,85.0,15.3,283.8911588,19716598.0,4.0,3.9,0.318,6.7
bangladesh,2008,developing,69.1,147.0,144,0.01,96.0,186,96.0,2.85,96.0,0.1,615.7775411,14885814.0,19.3,19.9,0.52,8.6
azerbaijan,2003,developing,67.8,154.0,7,0.55,51.0,8,79.0,6.56,77.0,0.1,883.6439965,82341.0,3.0,3.0,0.659,10.8
belarus,2004,developing,68.2,247.0,1,12.05,99.0,1,99.0,6.59,99.0,0.1,2378.33927,973146.0,2.4,2.5,0.703,14.1
bangladesh,2006,developing,68.2,152.0,164,0.01,86.0,215,95.0,2.8,94.0,0.1,494.51466,1453684.0,19.7,2.3,0.506,8.4
colombia,2004,developing,72.8,148.0,16,4.26,89.0,19,89.0,5.37,89.0,0.1,274.249442,42724163.0,2.4,2.2,0.658,11.3
samoa,2009,developing,76.0,172.0,0,2.88,44.0,0,45.0,5.4,49.0,0.1,335.112838,184826.0,0.2,0.2,0.691,12.9
ecuador,2012,developing,75.5,127.0,7,3.92,88.0,8,85.0,6.48,87.0,0.1,572.14313,15419666.0,1.3,1.2,0.717,13.3
albania,2010,developing,76.2,91.0,1,5.28,99.0,1,99.0,5.34,99.0,0.1,494.358832,291321.0,1.4,1.5,0.725,12.5
sri lanka,2013,developing,74.6,142.0,3,2.56,99.0,3,99.0,3.68,99.0,0.1,361.289374,2585.0,15.2,15.1,0.757,13.8
maldives,2001,developing,78.0,129.0,0,1.98,98.0,0,97.0,5.84,98.0,0.1,298.67598,292.0,14.7,14.8,0.587,11.8
burundi,2014,developing,59.1,297.0,22,0.01,95.0,32,95.0,7.54,95.0,0.7,312.7489794,989179.0,7.4,7.3,0.404,10.6
mozambique,2002,developing,49.8,416.0,87,2.16,76.0,127,76.0,6.45,76.0,14.5,262.884551,19139658.0,4.0,4.0,0.311,6.2
mozambique,2011,developing,54.3,47.0,66,0.94,76.0,94,73.0,6.23,76.0,9.6,526.5313517,249395.0,3.7,3.6,0.397,9.5
peru,2002,developing,72.6,144.0,16,4.03,65.0,20,95.0,4.94,95.0,0.4,259.192958,2661467.0,1.4,1.4,0.686,13.9
tonga,2000,developing,71.6,158.0,0,1.24,93.0,0,91.0,4.75,91.0,0.1,263.27236,9882.0,0.1,0.1,0.676,13.7
benin,2002,developing,55.6,283.0,25,1.23,15.0,40,76.0,4.27,75.0,2.1,418.6985763,7295394.0,9.3,9.2,0.407,7.3
pakistan,2006,developing,64.2,179.0,365,0.03,78.0,458,77.0,3.4,78.0,0.1,873.772727,15793993.0,21.0,21.5,0.501,6.5
samoa,2006,developing,72.0,153.0,0,3.52,35.0,0,37.0,4.68,39.0,0.1,287.963899,18194.0,0.2,0.2,0.677,12.7
burundi,2013,developing,58.6,33.0,22,0.01,96.0,32,96.0,8.3,96.0,1.0,282.7555252,96186.0,7.4,7.4,0.398,10.5
uzbekistan,2005,developing,67.3,192.0,24,1.78,99.0,28,99.0,5.11,99.0,0.3,546.776852,26167.0,3.2,3.2,0.62,11.7
bosnia and herzegovina,2003,developing,75.2,12.0,0,4.14,36.0,0,87.0,7.94,87.0,0.1,2214.732246,3779247.0,3.0,3.0,0.7206,12.1
mozambique,2009,developing,53.8,4.0,70,1.18,74.0,101,74.0,5.43,74.0,11.3,463.852618,2352463.0,3.7,3.6,0.382,9.2
kenya,2005,developing,54.1,412.0,70,1.82,76.0,108,7.0,4.36,76.0,11.6,519.7999346,3648288.0,8.6,8.5,0.474,9.6
rwanda,2005,developing,55.3,37.0,24,7.01,95.0,38,95.0,6.83,95.0,7.1,287.931877,8991735.0,6.8,7.0,0.388,8.8
azerbaijan,2002,developing,67.8,146.0,7,0.55,5.0,9,8.0,4.47,76.0,0.1,763.73858,817195.0,3.1,3.1,0.651,10.6
china,2008,developing,74.5,97.0,266,4.27,95.0,308,99.0,4.59,97.0,0.1,3471.247547,1324655.0,4.5,4.0,0.672,11.9
burundi,2012,developing,58.0,312.0,22,0.01,96.0,33,96.0,8.21,96.0,1.2,265.285651,931971.0,7.5,7.5,0.393,10.3
lesotho,2001,developing,47.8,586.0,5,2.86,17.0,7,78.0,7.53,78.0,31.2,437.819184,1885955.0,11.1,11.1,0.443,10.3
myanmar,2012,developing,65.9,25.0,44,0.55,58.0,58,87.0,2.22,84.0,0.5,1171.58257,5986514.0,13.0,13.2,0.533,9.1
madagascar,2006,developing,61.4,263.0,36,0.68,82.0,54,83.0,5.11,85.0,0.6,292.157443,1888268.0,8.0,7.9,0.478,9.0
myanmar,2013,developing,66.2,22.0,42,0.7,75.0,55,76.0,2.16,75.0,0.4,1168.83947,51448196.0,12.9,13.2,0.54,9.1
bosnia and herzegovina,2006,developing,75.7,1.0,0,4.82,9.0,0,91.0,8.28,87.0,0.1,344.321698,3779468.0,2.9,2.8,0.697,12.7
bangladesh,2005,developing,67.8,155.0,174,0.01,45.0,231,94.0,2.68,93.0,0.1,484.155471,14343111.0,19.9,2.5,0.499,8.2
turkmenistan,2009,developing,65.6,215.0,6,2.35,97.0,8,97.0,1.88,96.0,0.1,436.459223,5795.0,3.2,3.3,0.6772,10.5
mozambique,2001,developing,49.5,48.0,90,2.09,25.0,132,72.0,5.64,73.0,13.4,256.4414872,18588758.0,4.1,4.0,0.298,5.8
romania,2002,developed,77.0,178.0,4,9.62,99.0,5,98.0,4.57,98.0,0.1,2124.873613,2173496.0,3.7,4.1,0.714,12.0
swaziland,2004,developing,45.6,69.0,3,5.78,93.0,4,88.0,5.88,86.0,50.3,2529.633557,19553.0,7.7,7.9,0.492,9.4
benin,2000,developing,55.4,279.0,25,1.34,15.0,40,78.0,4.34,78.0,2.0,374.1923942,6865951.0,9.7,9.6,0.389,6.4
jamaica,2012,developing,75.3,138.0,1,3.65,96.0,1,96.0,5.66,96.0,0.5,521.33363,284992.0,1.8,1.7,0.725,12.8
madagascar,2003,developing,59.9,268.0,40,0.93,61.0,60,65.0,4.81,66.0,0.7,316.7998965,17279141.0,8.3,8.3,0.457,8.5
mali,2013,developing,57.3,275.0,53,0.01,69.0,86,7.0,6.58,69.0,1.6,777.659139,16477818.0,8.1,7.9,0.421,8.0
nicaragua,2004,developing,71.0,194.0,4,3.81,79.0,4,8.0,6.13,79.0,0.3,191.55157,53973.0,2.1,2.0,0.587,11.0
albania,2008,developing,75.3,1.0,1,5.61,99.0,1,99.0,5.87,99.0,0.1,437.539647,2947314.0,1.6,1.6,0.713,12.0
uganda,2004,developing,51.3,485.0,104,9.89,62.0,164,58.0,8.9,62.0,8.9,288.236949,27568436.0,6.6,6.6,0.427,11.6
kenya,2004,developing,53.0,432.0,72,1.43,73.0,112,73.0,4.29,73.0,13.2,458.8843551,3574931.0,8.7,8.6,0.461,8.9
kenya,2003,developing,52.4,437.0,74,1.49,73.0,115,75.0,4.45,73.0,14.5,436.6875357,3413852.0,8.8,8.8,0.45,8.2
tajikistan,2009,developing,66.7,174.0,10,0.3,93.0,12,93.0,5.93,93.0,0.2,666.3458569,7472819.0,3.7,3.8,0.601,11.1
madagascar,2000,developing,57.9,283.0,44,1.16,51.0,68,58.0,5.8,57.0,0.6,245.939659,1576686.0,8.7,8.6,0.48713333333333336,8.0
turkey,2002,developing,71.2,138.0,38,1.47,72.0,46,78.0,5.36,78.0,0.1,366.57,6514354.0,5.2,5.0,0.658,11.5
bangladesh,2003,developing,66.8,161.0,196,0.01,5.0,264,9.0,2.51,87.0,0.1,432.7388972,139191.0,2.3,2.9,0.484,7.9
azerbaijan,2000,developing,66.6,16.0,9,0.65,5.0,11,75.0,4.67,76.0,0.1,655.974326,8486.0,3.2,3.1,0.636,10.1
